Invoice_id,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Date,Payment,Rating
734-91-1155,Cairo,Mandalay,Normal,Female,Electronic accessories,45.71,3,3/26/2019,Credit card,7.7
451-28-5717,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,3/20/2019,Cash,7.3
609-81-8548,Alex,Yangon,Member,Female,Home and lifestyle,37.44,6,2/6/2019,Credit card,5.9
133-14-7229,Giza,Naypyitaw,Normal,Male,Health and beauty,62.87,2,1/1/2019,Cash,5
534-01-4457,Alex,Yangon,Normal,Male,Food and beverages,81.71,6,1/27/2019,Credit card,8
719-89-8991,Alex,Yangon,Member,Female,Sports and travel,91.41,5,2/25/2019,Ewallet,7.1
286-62-6248,Cairo,Mandalay,Normal,Male,Fashion accessories,39.21,4,1/16/2019,Credit card,9
339-38-9982,Cairo,Mandalay,Member,Male,Fashion accessories,59.86,2,1/13/2019,Ewallet,6.7
827-44-5872,Cairo,Mandalay,Member,Female,Food and beverages,54.36,10,2/7/2019,Credit card,6.1
827-77-7633,Alex,Yangon,Normal,Male,Sports and travel,98.09,9,2/17/2019,Cash,9.3
287-83-1405,Alex,Yangon,Normal,Male,Health and beauty,25.43,6,2/12/2019,Ewallet,7
435-13-4908,Alex,Yangon,Member,Male,Fashion accessories,86.68,8,1/24/2019,Credit card,7.2
857-67-9057,Cairo,Mandalay,Normal,Male,Electronic accessories,22.95,10,2/6/2019,Ewallet,8.2
236-27-1144,Giza,Naypyitaw,Normal,Female,Food and beverages,16.31,9,3/26/2019,Ewallet,8.4
892-05-6689,Alex,Yangon,Normal,Female,Home and lifestyle,28.32,5,3/11/2019,Ewallet,6.2
583-41-4548,Giza,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,2/7/2019,Ewallet,7.4
339-12-4827,Cairo,Mandalay,Member,Female,Fashion accessories,73.96,1,1/5/2019,Credit card,5
643-38-7867,Alex,Yangon,Normal,Male,Home and lifestyle,97.94,1,3/7/2019,Ewallet,6.9
308-81-0538,Alex,Yangon,Normal,Female,Fashion accessories,73.05,4,2/25/2019,Credit card,4.9
358-88-9262,Giza,Naypyitaw,Member,Female,Food and beverages,87.48,6,2/1/2019,Ewallet,5.1
460-35-4390,Alex,Yangon,Normal,Male,Home and lifestyle,30.68,3,1/22/2019,Ewallet,9.1
343-87-0864,Giza,Naypyitaw,Member,Male,Health and beauty,75.88,1,1/3/2019,Credit card,7.1
173-50-1108,Cairo,Mandalay,Member,Female,Sports and travel,20.18,4,2/13/2019,Credit card,5
243-47-2663,Giza,Naypyitaw,Member,Male,Electronic accessories,18.77,6,1/28/2019,Credit card,5.5
841-18-8232,Cairo,Mandalay,Normal,Female,Food and beverages,71.2,1,1/5/2019,Credit card,9.2
701-23-5550,Cairo,Mandalay,Member,Male,Home and lifestyle,38.81,4,3/19/2019,Ewallet,4.9
647-50-1224,Alex,Yangon,Normal,Female,Fashion accessories,29.42,10,1/12/2019,Ewallet,8.9
541-48-8554,Alex,Yangon,Normal,Male,Sports and travel,60.95,9,1/7/2019,Credit card,6
539-21-7227,Cairo,Mandalay,Normal,Female,Sports and travel,51.54,5,1/26/2019,Cash,4.2
213-32-1216,Alex,Yangon,Normal,Female,Electronic accessories,66.06,6,1/23/2019,Cash,7.3
747-58-7183,Cairo,Mandalay,Normal,Male,Fashion accessories,57.27,3,2/9/2019,Ewallet,6.5
582-52-8065,Cairo,Mandalay,Normal,Female,Fashion accessories,54.31,9,2/22/2019,Cash,8.9
210-57-1719,Cairo,Mandalay,Normal,Female,Health and beauty,58.24,9,2/5/2019,Cash,9.7
399-69-4630,Giza,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,3/7/2019,Credit card,8.6
134-75-2619,Alex,Yangon,Member,Male,Electronic accessories,19.32,7,3/25/2019,Cash,6.9
356-44-8813,Cairo,Mandalay,Normal,Male,Home and lifestyle,37.48,3,1/20/2019,Credit card,7.7
198-66-9832,Cairo,Mandalay,Member,Female,Fashion accessories,72.04,2,2/4/2019,Cash,9.5
283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,98.52,10,1/30/2019,Ewallet,4.5
712-39-0363,Alex,Yangon,Member,Male,Food and beverages,41.66,6,1/2/2019,Ewallet,5.6
218-59-9410,Alex,Yangon,Member,Female,Home and lifestyle,72.42,3,3/29/2019,Ewallet,8.2
174-75-0888,Cairo,Mandalay,Normal,Male,Electronic accessories,21.58,9,3/14/2019,Cash,7.3
866-99-7614,Giza,Naypyitaw,Normal,Male,Food and beverages,89.2,10,2/11/2019,Credit card,4.4
134-54-4720,Cairo,Mandalay,Normal,Female,Electronic accessories,42.42,8,1/30/2019,Ewallet,5.7
760-90-2357,Alex,Yangon,Member,Male,Electronic accessories,74.51,6,3/20/2019,Ewallet,5
514-37-2845,Cairo,Mandalay,Normal,Male,Fashion accessories,99.25,2,3/20/2019,Cash,9
698-98-5964,Alex,Yangon,Normal,Female,Food and beverages,81.21,10,1/17/2019,Credit card,6.3
718-57-9773,Giza,Naypyitaw,Normal,Female,Sports and travel,49.33,10,2/3/2019,Credit card,9.4
651-88-7328,Alex,Yangon,Normal,Female,Fashion accessories,65.74,9,1/1/2019,Cash,7.7
241-11-2261,Cairo,Mandalay,Normal,Female,Fashion accessories,79.86,7,1/10/2019,Credit card,5.5
408-26-9866,Giza,Naypyitaw,Normal,Female,Sports and travel,73.98,7,3/2/2019,Ewallet,4.1
834-83-1826,Cairo,Mandalay,Member,Female,Home and lifestyle,82.04,5,2/25/2019,Credit card,7.6
343-61-3544,Cairo,Mandalay,Member,Male,Sports and travel,26.67,10,1/29/2019,Cash,8.6
239-48-4278,Alex,Yangon,Member,Male,Food and beverages,10.13,7,3/10/2019,Ewallet,8.3
355-34-6244,Cairo,Mandalay,Normal,Male,Food and beverages,72.39,2,1/13/2019,Credit card,8.1
550-84-8664,Alex,Yangon,Normal,Male,Sports and travel,85.91,5,3/22/2019,Credit card,8.6
339-96-8318,Cairo,Mandalay,Member,Male,Fashion accessories,81.31,7,3/1/2019,Ewallet,6.3
458-61-0011,Cairo,Mandalay,Normal,Male,Food and beverages,60.3,4,2/20/2019,Cash,5.8
592-34-6155,Giza,Naypyitaw,Normal,Male,Food and beverages,31.77,4,1/14/2019,Ewallet,6.2
797-88-0493,Alex,Yangon,Normal,Female,Health and beauty,64.27,4,3/26/2019,Cash,7.7
207-73-1363,Cairo,Mandalay,Normal,Male,Health and beauty,69.51,2,3/1/2019,Ewallet,8.1
390-31-6381,Giza,Naypyitaw,Normal,Male,Food and beverages,27.22,3,1/7/2019,Cash,7.3
443-82-0585,Alex,Yangon,Member,Female,Health and beauty,77.68,4,2/1/2019,Cash,8.4
339-18-7061,Giza,Naypyitaw,Member,Female,Fashion accessories,92.98,2,2/13/2019,Credit card,8
359-90-3665,Cairo,Mandalay,Member,Female,Fashion accessories,18.08,4,1/14/2019,Credit card,9.5
375-72-3056,Cairo,Mandalay,Normal,Male,Sports and travel,63.06,3,1/19/2019,Ewallet,7
127-47-6963,Alex,Yangon,Normal,Male,Health and beauty,51.71,4,3/9/2019,Credit card,9.8
278-86-2735,Alex,Yangon,Normal,Female,Food and beverages,52.34,3,3/27/2019,Cash,9.2
695-28-6250,Alex,Yangon,Normal,Female,Sports and travel,43.06,5,2/4/2019,Ewallet,7.7
379-17-6588,Giza,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,3/14/2019,Cash,5.3
227-50-3718,Alex,Yangon,Normal,Male,Health and beauty,14.62,5,3/4/2019,Cash,4.4
302-15-2162,Giza,Naypyitaw,Member,Male,Health and beauty,46.53,6,3/3/2019,Credit card,4.3
788-07-8452,Giza,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,1/27/2019,Ewallet,9.4
560-49-6611,Alex,Yangon,Member,Female,Sports and travel,45.58,1,2/7/2019,Cash,9.8
880-35-0356,Alex,Yangon,Member,Female,Sports and travel,75.2,3,2/5/2019,Ewallet,4.8
585-11-6748,Cairo,Mandalay,Member,Male,Sports and travel,96.8,3,3/15/2019,Cash,5.3
470-31-3286,Cairo,Mandalay,Normal,Male,Health and beauty,14.82,3,3/1/2019,Credit card,8.7
152-68-2907,Alex,Yangon,Normal,Male,Food and beverages,52.2,3,2/15/2019,Credit card,9.5
123-35-4896,Giza,Naypyitaw,Normal,Female,Sports and travel,46.66,9,2/17/2019,Ewallet,5.3
258-69-7810,Giza,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,1/26/2019,Cash,9.2
334-64-2006,Alex,Yangon,Member,Female,Home and lifestyle,70.32,2,3/24/2019,Ewallet,9.6
219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,1/23/2019,Ewallet,6.4
881-41-7302,Giza,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,1/26/2019,Credit card,4.5
373-09-4567,Giza,Naypyitaw,Normal,Male,Food and beverages,77.56,10,3/14/2019,Ewallet,6.9
642-30-6693,Cairo,Mandalay,Normal,Female,Sports and travel,54.51,6,3/17/2019,Ewallet,7.8
484-22-8230,Giza,Naypyitaw,Member,Female,Fashion accessories,51.89,7,1/8/2019,Cash,4.5
830-58-2383,Cairo,Mandalay,Normal,Male,Home and lifestyle,31.75,4,2/8/2019,Cash,8.6
559-98-9873,Alex,Yangon,Member,Female,Fashion accessories,53.65,7,2/10/2019,Ewallet,5.2
544-32-5024,Giza,Naypyitaw,Member,Female,Food and beverages,49.79,4,3/28/2019,Credit card,6.4
318-12-0304,Alex,Yangon,Normal,Male,Fashion accessories,30.61,1,1/23/2019,Ewallet,5.2
349-97-8902,Cairo,Mandalay,Member,Male,Food and beverages,57.89,2,1/17/2019,Ewallet,8.9
421-95-9805,Alex,Yangon,Normal,Female,Electronic accessories,28.96,1,2/7/2019,Credit card,6.2
277-35-5865,Giza,Naypyitaw,Member,Female,Food and beverages,98.97,9,3/9/2019,Cash,6.7
789-23-8625,Cairo,Mandalay,Member,Male,Fashion accessories,93.22,3,1/24/2019,Cash,7.2
284-54-4231,Giza,Naypyitaw,Member,Male,Sports and travel,80.93,1,1/19/2019,Credit card,9
443-59-0061,Alex,Yangon,Member,Male,Food and beverages,67.45,10,2/3/2019,Ewallet,4.2
509-29-3912,Alex,Yangon,Member,Female,Sports and travel,38.72,9,3/20/2019,Ewallet,4.2
327-40-9673,Cairo,Mandalay,Member,Male,Sports and travel,72.6,6,1/13/2019,Cash,6.9
840-19-2096,Giza,Naypyitaw,Member,Male,Electronic accessories,87.91,5,3/14/2019,Ewallet,4.4
828-46-6863,Alex,Yangon,Member,Male,Food and beverages,98.53,6,1/23/2019,Credit card,4
641-96-3695,Giza,Naypyitaw,Member,Female,Fashion accessories,43.46,6,2/7/2019,Ewallet,8.5
420-97-3340,Alex,Yangon,Normal,Female,Food and beverages,71.68,3,3/28/2019,Credit card,9.2
436-54-4512,Alex,Yangon,Member,Female,Food and beverages,91.61,1,3/20/2019,Cash,9.8
670-79-6321,Cairo,Mandalay,Member,Female,Home and lifestyle,94.59,7,1/17/2019,Credit card,4.9
852-62-7105,Cairo,Mandalay,Normal,Female,Fashion accessories,83.25,10,1/12/2019,Credit card,4.4
598-06-7312,Cairo,Mandalay,Member,Male,Fashion accessories,91.35,1,2/16/2019,Cash,6.8
135-13-8269,Cairo,Mandalay,Member,Female,Food and beverages,78.88,2,1/26/2019,Cash,9.1
816-57-2053,Alex,Yangon,Normal,Male,Sports and travel,60.87,2,3/9/2019,Ewallet,8.7
628-90-8624,Cairo,Mandalay,Member,Male,Health and beauty,82.58,10,3/14/2019,Cash,5
856-66-2701,Alex,Yangon,Member,Male,Home and lifestyle,53.3,3,1/25/2019,Ewallet,7.5
308-39-1707,Alex,Yangon,Normal,Female,Fashion accessories,12.09,1,1/26/2019,Credit card,8.2
149-61-1929,Alex,Yangon,Normal,Male,Sports and travel,64.19,10,1/19/2019,Credit card,6.7
655-07-2265,Alex,Yangon,Normal,Male,Electronic accessories,78.31,3,3/5/2019,Ewallet,5.4
589-02-8023,Alex,Yangon,Member,Male,Food and beverages,83.77,2,1/15/2019,Credit card,7
420-04-7590,Cairo,Mandalay,Normal,Male,Home and lifestyle,99.7,3,3/18/2019,Ewallet,4.7
182-88-2763,Cairo,Mandalay,Member,Male,Food and beverages,79.91,3,3/20/2019,Credit card,5
188-55-0967,Cairo,Mandalay,Member,Male,Health and beauty,66.47,10,1/15/2019,Credit card,5
610-46-4100,Alex,Yangon,Normal,Male,Health and beauty,28.95,7,3/3/2019,Credit card,6
318-81-2368,Giza,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,3/19/2019,Cash,6.3
364-33-8584,Cairo,Mandalay,Member,Female,Food and beverages,17.63,5,3/8/2019,Cash,8.5
665-63-9737,Cairo,Mandalay,Normal,Male,Fashion accessories,52.42,3,2/27/2019,Ewallet,7.5
695-09-5146,Cairo,Mandalay,Member,Female,Food and beverages,98.79,3,2/23/2019,Ewallet,6.4
155-45-3814,Giza,Naypyitaw,Member,Female,Electronic accessories,88.55,8,3/19/2019,Ewallet,4.7
794-32-2436,Cairo,Mandalay,Member,Male,Electronic accessories,55.67,2,3/27/2019,Ewallet,6
131-15-8856,Giza,Naypyitaw,Member,Female,Food and beverages,72.52,8,3/30/2019,Credit card,4
273-84-2164,Giza,Naypyitaw,Member,Male,Electronic accessories,12.05,5,2/16/2019,Ewallet,5.5
706-36-6154,Alex,Yangon,Member,Male,Home and lifestyle,19.36,9,1/18/2019,Ewallet,8.7
778-89-7974,Giza,Naypyitaw,Normal,Male,Health and beauty,70.21,6,3/30/2019,Cash,7.4
574-31-8277,Cairo,Mandalay,Member,Male,Fashion accessories,33.63,1,3/20/2019,Cash,5.6
859-71-0933,Giza,Naypyitaw,Member,Female,Sports and travel,15.49,2,1/16/2019,Cash,6.3
740-11-5257,Giza,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,2/24/2019,Cash,7.1
369-82-2676,Cairo,Mandalay,Normal,Male,Electronic accessories,75.66,5,1/15/2019,Ewallet,7.8
563-47-4072,Cairo,Mandalay,Normal,Female,Health and beauty,55.81,6,1/22/2019,Cash,9.9
742-04-5161,Alex,Yangon,Member,Male,Home and lifestyle,72.78,10,2/3/2019,Cash,7.3
149-15-7606,Cairo,Mandalay,Member,Male,Sports and travel,37.32,9,3/6/2019,Ewallet,5.1
133-77-3154,Cairo,Mandalay,Member,Male,Fashion accessories,60.18,4,2/16/2019,Credit card,9.4
169-52-4504,Alex,Yangon,Normal,Female,Electronic accessories,15.69,3,3/14/2019,Credit card,5.8
250-81-7186,Giza,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,2/27/2019,Credit card,8
562-12-5430,Alex,Yangon,Member,Female,Fashion accessories,88.15,3,1/18/2019,Ewallet,7.9
816-72-8853,Alex,Yangon,Member,Female,Sports and travel,27.93,5,1/29/2019,Cash,5.9
491-38-3499,Alex,Yangon,Member,Male,Fashion accessories,55.45,1,2/26/2019,Credit card,4.9
322-02-2271,Cairo,Mandalay,Normal,Female,Sports and travel,42.97,3,2/3/2019,Cash,9.3
842-29-4695,Giza,Naypyitaw,Member,Male,Sports and travel,17.14,7,1/16/2019,Credit card,7.9
725-67-2480,Cairo,Mandalay,Member,Female,Fashion accessories,58.75,6,3/24/2019,Credit card,5.9
641-51-2661,Giza,Naypyitaw,Member,Female,Food and beverages,87.1,10,2/12/2019,Credit card,9.9
714-02-3114,Giza,Naypyitaw,Normal,Female,Sports and travel,98.8,2,2/21/2019,Cash,7.7
518-17-2983,Alex,Yangon,Normal,Female,Fashion accessories,48.63,4,2/4/2019,Ewallet,7.6
779-42-2410,Cairo,Mandalay,Member,Male,Food and beverages,57.74,3,2/20/2019,Ewallet,7.7
190-14-3147,Cairo,Mandalay,Normal,Female,Health and beauty,17.97,4,2/23/2019,Ewallet,6.4
408-66-6712,Giza,Naypyitaw,Member,Female,Health and beauty,47.71,6,2/16/2019,Ewallet,4.4
679-22-6530,Cairo,Mandalay,Normal,Female,Sports and travel,40.62,2,1/17/2019,Credit card,4.1
588-47-8641,Alex,Yangon,Member,Male,Fashion accessories,56.04,10,1/14/2019,Ewallet,4.4
642-61-4706,Cairo,Mandalay,Member,Male,Food and beverages,93.4,2,3/30/2019,Cash,5.5
576-31-4774,Cairo,Mandalay,Normal,Female,Health and beauty,73.41,3,3/2/2019,Ewallet,4
556-41-6224,Giza,Naypyitaw,Normal,Male,Health and beauty,33.64,8,2/15/2019,Credit card,9.3
811-03-8790,Alex,Yangon,Normal,Female,Electronic accessories,45.48,10,3/1/2019,Credit card,4.8
242-11-3142,Cairo,Mandalay,Member,Male,Fashion accessories,83.77,2,2/24/2019,Cash,4.6
752-23-3760,Cairo,Mandalay,Member,Female,Sports and travel,64.08,7,2/19/2019,Credit card,7.3
274-05-5470,Alex,Yangon,Member,Female,Food and beverages,73.47,4,2/23/2019,Cash,6
648-94-3045,Giza,Naypyitaw,Normal,Male,Health and beauty,58.95,10,2/7/2019,Ewallet,8.1
130-67-4723,Alex,Yangon,Member,Male,Food and beverages,48.5,6,1/11/2019,Ewallet,9.4
528-87-5606,Cairo,Mandalay,Member,Female,Electronic accessories,39.48,1,2/12/2019,Cash,6.5
320-85-2052,Cairo,Mandalay,Normal,Female,Sports and travel,34.81,1,1/14/2019,Credit card,7
370-96-0655,Giza,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,1/9/2019,Ewallet,7.1
105-10-6182,Alex,Yangon,Member,Male,Fashion accessories,21.48,2,2/27/2019,Ewallet,6.6
510-79-0415,Cairo,Mandalay,Member,Female,Sports and travel,23.08,6,1/24/2019,Ewallet,4.9
241-96-5076,Cairo,Mandalay,Member,Female,Home and lifestyle,49.1,2,1/8/2019,Credit card,6.4
767-97-4650,Cairo,Mandalay,Member,Female,Sports and travel,64.83,2,1/8/2019,Credit card,8
648-83-1321,Alex,Yangon,Member,Male,Home and lifestyle,63.56,10,1/16/2019,Cash,4.3
173-57-2300,Giza,Naypyitaw,Member,Male,Sports and travel,72.88,2,3/13/2019,Cash,6.1
305-03-2383,Alex,Yangon,Normal,Female,Food and beverages,67.1,3,2/15/2019,Cash,7.5
394-55-6384,Giza,Naypyitaw,Member,Female,Sports and travel,70.19,9,1/25/2019,Cash,6.7
266-20-6657,Giza,Naypyitaw,Member,Male,Food and beverages,55.04,7,3/12/2019,Ewallet,5.2
689-05-1884,Alex,Yangon,Member,Male,Health and beauty,48.63,10,3/4/2019,Cash,8.8
196-01-2849,Giza,Naypyitaw,Member,Female,Fashion accessories,73.38,7,2/10/2019,Cash,9.5
372-62-5264,Giza,Naypyitaw,Normal,Female,Food and beverages,52.6,9,1/16/2019,Cash,7.6
800-09-8606,Alex,Yangon,Member,Female,Home and lifestyle,87.37,5,1/29/2019,Cash,6.6
182-52-7000,Alex,Yangon,Member,Female,Sports and travel,27.04,4,1/1/2019,Ewallet,6.9
826-58-8051,Cairo,Mandalay,Normal,Male,Home and lifestyle,62.19,4,1/6/2019,Ewallet,4.3
868-06-0466,Alex,Yangon,Member,Male,Electronic accessories,69.58,9,2/19/2019,Credit card,7.8
751-41-9720,Giza,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,1/12/2019,Ewallet,8
626-43-7888,Giza,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,2/7/2019,Ewallet,9.6
176-64-7711,Cairo,Mandalay,Normal,Male,Food and beverages,32.32,3,3/27/2019,Credit card,4.3
191-29-0321,Cairo,Mandalay,Member,Female,Fashion accessories,19.77,10,2/27/2019,Credit card,5
729-06-2010,Cairo,Mandalay,Member,Male,Health and beauty,80.47,9,1/6/2019,Cash,9.2
640-48-5028,Cairo,Mandalay,Member,Female,Home and lifestyle,88.39,9,3/2/2019,Cash,6.3
186-79-9562,Cairo,Mandalay,Normal,Male,Health and beauty,71.77,7,3/29/2019,Cash,8.9
834-45-5519,Cairo,Mandalay,Normal,Female,Electronic accessories,43,4,1/31/2019,Ewallet,7.6
162-65-8559,Giza,Naypyitaw,Member,Male,Food and beverages,68.98,1,1/21/2019,Cash,4.8
760-27-5490,Giza,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,1/20/2019,Ewallet,9.1
445-30-9252,Alex,Yangon,Normal,Male,Sports and travel,25.7,3,1/17/2019,Ewallet,6.1
786-94-2700,Alex,Yangon,Member,Male,Food and beverages,80.62,6,2/28/2019,Cash,9.1
728-88-7867,Giza,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,3/19/2019,Ewallet,8.3
183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,2/19/2019,Ewallet,7.2
268-20-3585,Giza,Naypyitaw,Normal,Female,Health and beauty,13.85,9,2/4/2019,Ewallet,6
735-32-9839,Giza,Naypyitaw,Member,Male,Fashion accessories,98.7,8,1/31/2019,Ewallet,8.5
258-92-7466,Alex,Yangon,Normal,Female,Health and beauty,35.68,5,2/6/2019,Credit card,6.6
857-16-3520,Alex,Yangon,Member,Female,Fashion accessories,71.46,7,3/28/2019,Ewallet,4.5
482-17-1179,Alex,Yangon,Member,Male,Electronic accessories,11.94,3,1/19/2019,Credit card,8.1
788-21-5741,Alex,Yangon,Normal,Male,Fashion accessories,45.38,3,2/17/2019,Credit card,7.2
821-14-9046,Cairo,Mandalay,Member,Female,Fashion accessories,17.48,6,1/18/2019,Credit card,6.1
418-05-0656,Cairo,Mandalay,Normal,Female,Fashion accessories,25.56,7,2/2/2019,Cash,7.1
678-79-0726,Giza,Naypyitaw,Member,Female,Sports and travel,90.63,9,1/18/2019,Cash,5.1
776-68-1096,Cairo,Mandalay,Normal,Male,Home and lifestyle,44.12,3,3/18/2019,Credit card,7.9
592-46-1692,Giza,Naypyitaw,Member,Female,Food and beverages,36.77,7,1/11/2019,Cash,7.4
434-35-9162,Cairo,Mandalay,Member,Male,Food and beverages,23.34,4,2/4/2019,Ewallet,7.4
149-14-0304,Giza,Naypyitaw,Member,Female,Health and beauty,28.5,8,2/6/2019,Cash,6.6
442-44-6497,Giza,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,1/8/2019,Credit card,5.9
174-64-0215,Cairo,Mandalay,Normal,Male,Sports and travel,69.74,10,3/5/2019,Credit card,8.9
210-74-9613,Giza,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,3/16/2019,Ewallet,6.8
299-29-0180,Cairo,Mandalay,Member,Female,Home and lifestyle,52.18,7,3/9/2019,Cash,9.3
247-11-2470,Alex,Yangon,Member,Female,Fashion accessories,22.32,4,3/1/2019,Credit card,4.4
635-28-5728,Alex,Yangon,Normal,Male,Health and beauty,56,3,2/28/2019,Ewallet,4.8
756-49-0168,Alex,Yangon,Member,Male,Fashion accessories,19.7,1,2/8/2019,Ewallet,9.5
438-23-1242,Cairo,Mandalay,Normal,Male,Electronic accessories,75.88,7,1/24/2019,Ewallet,8.9
238-45-6950,Cairo,Mandalay,Member,Male,Food and beverages,53.72,1,3/1/2019,Ewallet,6.4
607-65-2441,Giza,Naypyitaw,Member,Male,Health and beauty,81.95,10,3/10/2019,Credit card,6
386-27-7606,Giza,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,3/23/2019,Credit card,8.1
137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,1/29/2019,Ewallet,9
197-77-7132,Cairo,Mandalay,Member,Male,Electronic accessories,91.56,8,1/12/2019,Ewallet,6
805-86-0265,Alex,Yangon,Normal,Male,Home and lifestyle,93.96,9,3/20/2019,Cash,9.8
733-29-1227,Giza,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,3/23/2019,Cash,8.5
451-73-2711,Giza,Naypyitaw,Normal,Male,Food and beverages,84.83,1,1/14/2019,Ewallet,8.8
373-14-0504,Alex,Yangon,Member,Female,Sports and travel,71.63,2,2/12/2019,Ewallet,8.8
546-80-2899,Alex,Yangon,Member,Male,Home and lifestyle,37.69,2,2/20/2019,Ewallet,9.5
345-68-9016,Giza,Naypyitaw,Member,Female,Sports and travel,31.67,8,1/2/2019,Credit card,5.6
390-17-5806,Giza,Naypyitaw,Member,Female,Food and beverages,38.42,1,2/2/2019,Cash,8.6
457-13-1708,Cairo,Mandalay,Member,Male,Fashion accessories,65.23,10,1/8/2019,Credit card,5.2
664-14-2882,Giza,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,1/30/2019,Credit card,5.8
487-79-6868,Cairo,Mandalay,Member,Female,Home and lifestyle,12.29,9,3/26/2019,Credit card,8
314-23-4520,Giza,Naypyitaw,Member,Male,Health and beauty,81.23,7,1/15/2019,Cash,9
210-30-7976,Cairo,Mandalay,Member,Female,Fashion accessories,22.32,4,3/14/2019,Ewallet,4.1
585-86-8361,Alex,Yangon,Normal,Female,Food and beverages,27.28,5,2/3/2019,Credit card,8.6
807-14-7833,Alex,Yangon,Member,Female,Electronic accessories,17.42,10,2/22/2019,Ewallet,7
775-72-1988,Cairo,Mandalay,Normal,Male,Home and lifestyle,73.28,5,1/24/2019,Ewallet,8.4
288-38-3758,Giza,Naypyitaw,Member,Female,Fashion accessories,84.87,3,1/25/2019,Ewallet,7.4
652-43-6591,Alex,Yangon,Normal,Female,Fashion accessories,97.29,8,3/9/2019,Credit card,6.2
785-96-0615,Cairo,Mandalay,Member,Female,Electronic accessories,35.74,8,2/17/2019,Ewallet,4.9
406-46-7107,Alex,Yangon,Normal,Female,Home and lifestyle,96.52,6,1/11/2019,Cash,4.5
250-17-5703,Alex,Yangon,Member,Male,Food and beverages,18.85,10,2/27/2019,Ewallet,5.6
156-95-3964,Alex,Yangon,Normal,Female,Food and beverages,55.39,4,3/25/2019,Ewallet,8
842-40-8179,Cairo,Mandalay,Member,Female,Food and beverages,77.2,10,2/11/2019,Credit card,5.6
525-09-8450,Cairo,Mandalay,Normal,Male,Electronic accessories,72.13,10,1/31/2019,Credit card,4.2
410-67-1709,Alex,Yangon,Member,Female,Fashion accessories,63.88,8,1/20/2019,Ewallet,9.9
587-73-4862,Alex,Yangon,Member,Female,Health and beauty,10.69,5,3/26/2019,Ewallet,7.6
787-87-2010,Alex,Yangon,Member,Male,Health and beauty,55.5,4,1/20/2019,Credit card,6.6
593-14-4239,Cairo,Mandalay,Normal,Female,Home and lifestyle,95.46,8,3/5/2019,Ewallet,4.7
801-88-0346,Giza,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,1/5/2019,Credit card,9.8
388-76-2555,Cairo,Mandalay,Normal,Male,Sports and travel,13.69,6,2/13/2019,Cash,6.3
711-31-1234,Cairo,Mandalay,Normal,Female,Electronic accessories,95.64,4,3/16/2019,Cash,7.9
886-54-6089,Alex,Yangon,Normal,Female,Home and lifestyle,11.43,6,1/15/2019,Cash,7.7
707-32-7409,Cairo,Mandalay,Member,Female,Sports and travel,95.54,4,2/26/2019,Ewallet,4.5
759-98-4285,Giza,Naypyitaw,Member,Female,Health and beauty,85.87,7,2/27/2019,Credit card,8
201-63-8275,Giza,Naypyitaw,Member,Female,Sports and travel,67.99,7,2/17/2019,Ewallet,5.7
471-06-8611,Giza,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2/6/2019,Credit card,6.3
200-16-5952,Giza,Naypyitaw,Member,Male,Food and beverages,65.65,2,1/17/2019,Cash,6
120-54-2248,Cairo,Mandalay,Normal,Female,Food and beverages,28.86,5,1/22/2019,Credit card,8
102-77-2261,Giza,Naypyitaw,Member,Male,Health and beauty,65.31,7,3/5/2019,Credit card,4.2
875-31-8302,Cairo,Mandalay,Normal,Male,Sports and travel,93.38,1,1/3/2019,Cash,9.6
102-06-2002,Giza,Naypyitaw,Member,Male,Sports and travel,25.25,5,3/20/2019,Cash,6.1
457-94-0464,Cairo,Mandalay,Member,Male,Electronic accessories,87.87,9,1/31/2019,Ewallet,5.6
